rowid,toi,toipfx,tid,ctoi_alias,pl_pnum,tfopwg_disp,rastr,ra,raerr1,raerr2,decstr,dec,decerr1,decerr2,st_pmra,st_pmraerr1,st_pmraerr2,st_pmralim,st_pmrasymerr,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdeclim,st_pmdecsymerr,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tranmidsymerr,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbpersymerr,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandurhsymerr,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandepsymerr,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radesymerr,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_insolsymerr,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_eqtsymerr,st_tmag,st_tmagerr1,st_tmagerr2,st_tmaglim,st_tmagsymerr,st_dist,st_disterr1,st_disterr2,st_distlim,st_distsymerr,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffsymerr,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_loggsymerr,st_rad,st_raderr1,st_raderr2,st_radlim,st_radsymerr,toi_created,rowupdate,ls_period,ls_power,period_discrepancy_ratio,fap_ls
4526,4527,4942.01,4942,166242494,166242494.01,1,PC,12h51m16.16s,192.817352,,,-52d48m37.97s,-52.810546,,,-6.559,0.051,-0.051,0.0,1.0,1.321,0.046,-0.046,0.0,1.0,2459349.600449,0.004912,-0.004912,0,1,7.9248476,0.0001038,-0.0001038,0,1,4.022,0.487,-0.487,0,1,3330.0,7.5777,-7.5777,0,1,7.01304,0.508034,-0.508034,0,1,283.041,,,,,1142.0,,,,,12.5098,0.006,-0.006,0,1,562.338,13.5725,-13.5725,0,1,6274.0,127.3,-127.3,0,1,4.35,0.09,-0.09,0,1,1.22,0.06,-0.06,0,1,2021-12-21 22:38:03,2024-08-22 10:08:01,4.029975630520383,0.001607957210750234,1.9664753156278216,0.04759694407481772
4527,4528,4943.01,4943,418567812,418567812.01,1,PC,14h56m00.46s,224.001903,,,-59d38m34.69s,-59.642969,,,,,,,,,,,,,2459352.427425,0.00191,-0.00191,0,1,8.0176705,4.98e-05,-4.98e-05,0,1,2.714,0.25,-0.25,0,1,12290.0,15.0331,-15.0331,0,1,8.9733,0.782114,-0.782114,0,1,26.1122,,,,,629.0,,,,,12.998,0.019,-0.019,0,1,,,,0,1,4353.0,173.3,-173.3,0,1,,,,0,1,0.78,0.06,-0.06,0,1,2021-12-21 22:38:03,2024-08-22 10:08:01,10.202864267361955,0.003644236662467009,0.7858254593906346,1.1509715904909492e-10
4541,4542,4956.01,4956,8005485,8005485.01,1,PC,15h38m06.14s,234.525576,,,-30d32m03.29s,-30.534246,,,8.21,0.055,-0.055,0.0,1.0,3.415,0.043,-0.043,0.0,1.0,2459356.229775,0.002311,-0.002311,0,1,5.1087099,0.0009549,-0.0009549,0,1,1.011,0.184,-0.184,0,1,16220.0,110.808,-110.808,0,1,12.7621,,,0,1,28.5078,,,,,643.0,,,,,13.3624,0.007,-0.007,0,1,572.058,12.6855,-12.6855,0,1,5770.0,122.0,-122.0,0,1,4.52,,,0,1,0.93,,,0,1,2021-12-21 22:38:08,2024-09-01 12:02:56,6.1629683406539115,0.032267525059698834,0.8289365801703841,8.858152243354924e-211
4545,4546,496.01,496,88977253,88977253.01,1,APC,08h12m23.44s,123.097668,,,-05d46m07.17s,-5.768659,,,-1.076,0.078,-0.078,0.0,1.0,0.83,0.052,-0.052,0.0,1.0,2458492.708311,0.000567,-0.000567,0,1,2.767691,0.000112,-0.000112,0,1,1.876437,0.042975,-0.042975,0,1,22690.263354,564.17865,-564.17865,0,1,28.980984,14.55595,-14.55595,0,1,2360.1000393,,,,,1777.6749499,,,,,12.33,0.007,-0.007,0,1,791.384,29.483,-29.483,0,1,6717.03,158.02,-158.02,0,1,4.2,0.05,-0.05,0,1,1.54739,0.746179,-0.746179,0,1,2019-03-14 21:38:48,2021-12-08 10:10:01,1.3759777989327764,0.02502804909809766,2.011435796527133,1.5735961791970163e-262
4628,4629,5034.01,5034,306990399,306990399.01,1,PC,17h47m47.92s,266.949667,,,-62d31m38.83s,-62.527452,,,16.223,0.036,-0.036,0.0,1.0,0.536,0.039,-0.039,0.0,1.0,2459377.128539,0.006567,-0.006567,0,1,8.7042937,9.21e-05,-9.21e-05,0,1,2.726,0.413,-0.413,0,1,2130.0,5.2516,-5.2516,0,1,3.59413,0.28214,-0.28214,0,1,52.2984,,,,,749.0,,,,,12.0635,0.006,-0.006,0,1,221.335,1.8495,-1.8495,0,1,5160.9,117.0,-117.0,0,1,4.61,0.08,-0.08,0,1,0.77,0.04,-0.04,0,1,2022-01-06 22:49:53,2024-08-22 10:08:01,9.767196058978069,0.07433377119026417,0.8911763056091166,0.0
4679,4680,5080.01,5080,17409453,17409453.01,1,KP,04h24m56.73s,66.236364,,,+18d49m38.5s,18.827362,,,25.965,0.052,-0.052,0.0,1.0,-13.642,0.038,-0.038,0.0,1.0,2460243.190501,0.007909,-0.007909,0,1,9.72665,2.46e-05,-2.46e-05,0,1,4.584,0.529,-0.529,0,1,2287.0,83.1154,-83.1154,0,1,7.23871,0.399353,-0.399353,0,1,361.739,,,,,1214.0,,,,,12.9285,0.009,-0.009,0,1,491.242,6.9575,-6.9575,0,1,5583.6,118.3,-118.3,0,1,4.11,0.08,-0.08,0,1,1.45,0.07,-0.07,0,1,2022-01-06 23:39:41,2023-12-14 16:02:02,10.119783637248572,0.0009360490674988584,0.9611519720835198,3.180786046676226e-07
4696,4697,5094.01,5094,19028197,19028197.01,1,KP,07h59m05.64s,119.773502,,,+15d23m28.35s,15.391209,,,-185.734,0.106,-0.106,0.0,1.0,-57.263,0.06,-0.06,0.0,1.0,2459500.53574,0.000115,-0.000115,0,1,3.3366511,1.3e-06,-1.3e-06,0,1,1.8580034,0.0320481,-0.0320481,0,1,6765.8704326,43.08213,-43.08213,0,1,4.1305078,0.1541721,-0.1541721,0,1,29.6583759,,,,,595.1913226,,,,,10.2479,0.007,-0.007,0,1,29.4214,0.05075,-0.05075,0,1,3552.0,157.0,-157.0,0,1,4.74,0.01,-0.01,0,1,0.499698,0.0149283,-0.0149283,0,1,2022-01-06 23:46:14,2024-11-26 16:02:02,8.300171954914928,0.005852610953934694,0.4019978282527279,0.0
4727,4728,5121.01,5121,366568760,366568760.01,1,KP,08h31m03.08s,127.762837,,,+10d50m51.21s,10.847557,,,-1.278,0.107,-0.107,0.0,1.0,-6.778,0.067,-0.067,0.0,1.0,2460269.511157,0.006693,-0.006693,0,1,8.4071591,2.23e-05,-2.23e-05,0,1,5.002,0.226,-0.226,0,1,533.0,22.5152,-22.5152,0,1,10.1248,,,0,1,114.149,,,,,910.0,,,,,11.6522,0.007,-0.007,0,1,878.43,49.94,-49.94,0,1,4642.6,29.9,-29.9,0,1,,,,0,1,4.71,,,0,1,2022-01-25 22:18:24,2024-02-01 16:02:02,5.898691888128473,0.0020841223194133862,1.4252582198639652,7.798476666678195e-131
4776,4777,5162.01,5162,60286662,60286662.01,1,KP,08h20m53.74s,125.223914,,,+16d05m26.87s,16.090796,,,9.738,0.068,-0.068,0.0,1.0,-34.554,0.034,-0.034,0.0,1.0,2459504.354978,0.002528,-0.002528,0,1,8.5623289,6.07e-05,-6.07e-05,0,1,3.0961685,0.4399975,-0.4399975,0,1,4321.4694896,349.6607,-349.6607,0,1,6.9223911,1.2588531,-1.2588531,0,1,133.8066806,,,,,867.4395087,,,,,13.2027,0.007,-0.007,0,1,564.454,13.7,-13.7,0,1,5545.3,88.6,-88.6,0,1,4.41,,,0,1,1.0230401,,,0,1,2022-02-08 22:12:13,2024-11-26 16:02:02,3.5701015366691937,0.0003508566290591497,2.3983432437578283,0.7924608538950894
4857,4858,5236.01,5236,193765661,193765661.01,1,PC,20h25m08.77s,306.286561,,,+43d13m59.6s,43.233222,,,-11.556,0.043,-0.043,0.0,1.0,-10.361,0.043,-0.043,0.0,1.0,2459807.154831,0.006034,-0.006034,0,1,10.9974977,9.95e-05,-9.95e-05,0,1,7.182,0.85,-0.85,0,1,3400.0,131.68,-131.68,0,1,9.89885,2.79615,-2.79615,0,1,461.346,,,,,1291.0,,,,,11.3335,0.02,-0.02,0,1,582.527,8.9075,-8.9075,0,1,6188.0,181.5,-181.5,0,1,3.83,0.09,-0.09,0,1,2.18,0.1,-0.1,0,1,2022-02-28 23:23:40,2024-09-23 12:03:08,3.663041659465478,0.004120972619475247,3.0022857292878258,1.947272415723724e-46
4908,4909,5282.01,5282,329346586,329346586.01,1,PC,17h59m19.63s,269.831796,,,+49d32m59.06s,49.54974,,,-3.442,0.026,-0.026,0.0,1.0,-16.003,0.027,-0.027,0.0,1.0,2459742.132395,0.001912,-0.001912,0,1,1.392516,5.9e-06,-5.9e-06,0,1,1.209,0.168,-0.168,0,1,4390.0,7.97118,-7.97118,0,1,9.7757,,,0,1,769.854,,,,,1467.0,,,,,13.1137,0.007,-0.007,0,1,892.373,11.1915,-11.1915,0,1,6082.0,122.0,-122.0,0,1,4.17,,,0,1,1.45,,,0,1,2022-02-28 23:24:00,2025-04-22 12:03:00,2.826807807030094,0.0023839910297052203,0.4926107804488512,2.9900362242646934e-45
5065,5066,5423.02,5423,47319867,47319867.02,2,PC,07h12m18.26s,108.076091,,,+20d45m06.96s,20.751933,,,-5.745,0.048,-0.048,0.0,1.0,-17.711,0.038,-0.038,0.0,1.0,2460235.223316,0.004749,-0.004749,0,1,3.3928027,0.0005515,-0.0005515,0,1,2.2095141,0.6637913,-0.6637913,0,1,2201.6366114,251.15834,-251.15834,0,1,3.7170935,2.0813854,-2.0813854,0,1,183.9229574,,,,,939.2446608,,,,,12.6165,0.007,-0.007,0,1,261.785,1.95,-1.95,0,1,4964.8,105.8,-105.8,0,1,4.59,0.08,-0.08,0,1,0.76036,0.042299,-0.042299,0,1,2025-01-09 23:36:25,2025-01-10 12:03:06,9.048302387424322,0.10076445377538752,0.3749656625883157,0.0
5128,5129,548.01,548,42821097,42821097.01,1,KP,06h28m08.06s,97.033598,,,-00d10m14.62s,-0.170729,,,4.799,0.052,-0.052,0.0,1.0,-6.013,0.049,-0.049,0.0,1.0,2459205.242785,0.004127,-0.004127,0,1,3.8971203,1.89e-05,-1.89e-05,0,1,4.8258882,0.2474235,-0.2474235,0,1,6312.7462771,279.97253,-279.97253,0,1,13.4932227,0.7149572,-0.7149572,0,1,1103.8090105,,,,,1470.087664,,,,,13.1861,0.035,-0.035,0,1,790.663,25.904,-25.904,0,1,6090.0,,,0,1,4.08625,,,0,1,1.6395,,,0,1,2019-03-28 00:07:14,2021-12-02 10:10:02,6.338078318577533,0.0008350258415000041,0.6148741154834196,9.483449944997662e-22
5159,5160,5504.01,5504,95079513,95079513.01,1,PC,07h38m29.11s,114.621291,,,+26d54m34.18s,26.909495,,,-6.942,0.087,-0.087,0.0,1.0,-29.99,0.089,-0.089,0.0,1.0,2459563.048371,0.003449,-0.003449,0,1,13.2414304,0.001724,-0.001724,0,1,3.989,0.455,-0.455,0,1,1430.0,1.78906,-1.78906,0,1,4.4877,0.303195,-0.303195,0,1,93.077,,,,,865.0,,,,,10.8343,0.007,-0.007,0,1,265.58,3.8085,-3.8085,0,1,6062.1,144.6,-144.6,0,1,4.34,0.09,-0.09,0,1,1.2,0.07,-0.07,0,1,2022-04-20 19:54:51,2024-08-22 10:08:01,3.8891346804132585,0.0055918803934993325,3.4047240551188547,2.406726193469193e-30
5193,5194,5531.01,5531,88114177,88114177.01,1,PC,09h53m53.32s,148.472166,,,+19d35m39.76s,19.594377,,,10.094,0.082,-0.082,0.0,1.0,-3.765,0.071,-0.071,0.0,1.0,2458873.596672,0.002949,-0.002949,0,1,4.5352255,3.98e-05,-3.98e-05,0,1,3.0733542,0.3672729,-0.3672729,0,1,195.4048675,21.422709,-21.422709,0,1,1.753622,0.3278549,-0.3278549,0,1,413.8559989,,,,,1150.3554736,,,,,8.5727,0.006,-0.006,0,1,80.6404,0.3407,-0.3407,0,1,5788.42,152.86,-152.86,0,1,4.37027,0.0878463,-0.0878463,0,1,1.10259,0.064804,-0.064804,0,1,2022-04-20 21:11:31,2023-12-21 12:03:15,4.287141041150356,0.0012532409357235345,1.0578671092153002,7.77740929549599e-36
5230,5231,5563.01,5563,239198720,239198720.01,1,PC,09h47m14.61s,146.810895,,,+24d32m30.5s,24.541806,,,-54.829,0.215,-0.215,0.0,1.0,-27.954,0.218,-0.218,0.0,1.0,2459534.266195,0.002685,-0.002685,0,1,,,,0,1,6.1121177,0.4828269,-0.4828269,0,1,3186.7847252,230.86946,-230.86946,0,1,8.2623708,9.017816,-9.017816,0,1,16.3774202,,,,,513.0753179,,,,,10.7986,0.006,-0.006,0,1,185.26,3.241,-3.241,0,1,5776.0,122.039,-122.039,0,1,4.51349,0.0776974,-0.0776974,0,1,0.932735,0.0464723,-0.0464723,0,1,2022-05-17 20:08:58,2024-11-13 10:08:02,5.724748125448686,0.0010005032866812827,,2.0039029083509846e-08
5381,5382,5692.01,5692,37150278,37150278.01,1,PC,15h28m11.13s,232.046386,,,-10d33m18.97s,-10.555269,,,-36.959,0.066,-0.066,0.0,1.0,-10.179,0.069,-0.069,0.0,1.0,2459717.172631,0.004512,-0.004512,0,1,1.6929628,0.0005169,-0.0005169,0,1,1.546,0.152,-0.152,0,1,14820.0,20.0346,-20.0346,0,1,12.4331,0.895222,-0.895222,0,1,384.155,,,,,1233.0,,,,,12.5806,0.006,-0.006,0,1,306.397,4.192,-4.192,0,1,5250.0,135.7,-135.7,0,1,4.42,0.09,-0.09,0,1,0.97,0.06,-0.06,0,1,2022-07-14 20:57:26,2024-09-12 12:02:47,0.5659081297104077,0.0203528935059748,2.99158593262539,7.620004359101935e-51
5440,5441,5743.01,5743,308300731,308300731.01,1,PC,17h51m37.04s,267.904353,,,+24d25m38.84s,24.427455,,,-20.527,0.03,-0.03,0.0,1.0,25.376,0.041,-0.041,0.0,1.0,2460494.575115,0.000334,-0.000334,0,1,7.6603722,4.5e-06,-4.5e-06,0,1,2.159,0.15,-0.15,0,1,9918.0,208.812,-208.812,0,1,8.87205,0.530827,-0.530827,0,1,40.7846,,,,,704.0,,,,,10.4748,0.006,-0.006,0,1,127.428,0.4135,-0.4135,0,1,5250.0,129.4,-129.4,0,1,4.51,0.08,-0.08,0,1,0.87,0.05,-0.05,0,1,2022-09-01 23:22:01,2024-08-26 10:08:02,5.36603222050136,0.15960985973588884,1.4275673132809246,0.0
5491,5492,5789.01,5789,87216634,87216634.01,1,PC,20h11m05.63s,302.773447,,,+16d11m22.97s,16.189714,,,-414.664,0.261,-0.261,0.0,1.0,398.48,0.286,-0.286,0.0,1.0,2459776.255982,0.0018,-0.0018,0,1,12.9256051,0.0023249,-0.0023249,0,1,1.691,0.136,-0.136,0,1,790.0,0.544021,-0.544021,0,1,2.53704,0.14658,-0.14658,0,1,8.71939,,,,,478.0,,,,,6.5715,0.006,-0.006,0,1,20.4581,0.03785,-0.03785,0,1,5132.0,104.0,-104.0,0,1,4.49,0.08,-0.08,0,1,0.88,0.04,-0.04,0,1,2022-09-22 22:56:08,2025-01-29 12:03:23,2.496629743946687,0.007390571411158453,5.1772214647924235,1.8976598060450307e-191
5493,5494,5790.01,5790,187333348,187333348.01,1,APC,19h27m23.35s,291.847279,,,-15d18m43.48s,-15.312077,,,15.663,0.139,-0.139,0.0,1.0,-19.508,0.106,-0.106,0.0,1.0,2459793.865917,0.002949,-0.002949,0,1,2.1981511,0.0005184,-0.0005184,0,1,1.747,0.275,-0.275,0,1,3880.0,9.59453,-9.59453,0,1,22.1803,1.64578,-1.64578,0,1,1034.78,,,,,1580.0,,,,,8.73331,0.007,-0.007,0,1,337.653,10.225,-10.225,0,1,6898.0,195.6,-195.6,0,1,3.53,0.09,-0.09,0,1,3.49,0.18,-0.18,0,1,2022-09-22 22:56:08,2022-10-12 12:02:31,2.222592324393381,0.02561667655549725,0.9890032804823746,1.3937626493380436e-81
5525,5526,5819.01,5819,330218897,330218897.01,1,PC,21h45m48.72s,326.452999,,,+23d33m37.75s,23.560485,,,-53.277,0.051,-0.051,0.0,1.0,-76.039,0.057,-0.057,0.0,1.0,2459797.705428,0.003798,-0.003798,0,1,3.4200073,0.00092,-0.00092,0,1,1.9339167,0.8544618,-0.8544618,0,1,746.044174,105.098465,-105.098465,0,1,2.8520931,4.81077,-4.81077,0,1,443.2548574,,,,,1170.2620601,,,,,10.828,0.006,-0.006,0,1,188.762,1.12,-1.12,0,1,5463.0,134.218,-134.218,0,1,4.39104,0.0835532,-0.0835532,0,1,1.03162,0.0563442,-0.0563442,0,1,2022-10-12 18:12:34,2023-09-05 12:02:51,3.063606503014266,0.000668009772822906,1.116333738237947,0.9065709430200247
5550,5551,5841.01,5841,350882505,350882505.01,1,PC,19h00m59.15s,285.246468,,,+22d29m56.18s,22.49894,,,2.365,0.029,-0.029,0.0,1.0,-2.755,0.041,-0.041,0.0,1.0,2459795.704556,0.002783,-0.002783,0,1,4.2025514,4.99e-05,-4.99e-05,0,1,4.028,0.306,-0.306,0,1,3360.0,171.024,-171.024,0,1,10.5624,2.64061,-2.64061,0,1,646.84,,,,,1404.0,,,,,12.1201,0.011,-0.011,0,1,500.44,6.678,-6.678,0,1,5678.0,136.9,-136.9,0,1,3.93,0.08,-0.08,0,1,1.8,0.09,-0.09,0,1,2022-11-02 17:59:23,2024-08-22 10:08:01,7.99585559383917,0.01236132373982089,0.5255912079300279,7.606350842162404e-61
5559,5560,585.01,585,190990336,190990336.01,1,APC,08h57m29.52s,134.373008,,,-39d46m42.32s,-39.778423,,,-15.209,0.041,-0.041,0.0,1.0,0.244,0.05,-0.05,0.0,1.0,2460009.617078,0.004942,-0.004942,0,1,5.547255,5.3e-05,-5.3e-05,0,1,4.835,0.041,-0.041,0,1,11569.0,0.324936,-0.324936,0,1,19.6103,0.897919,-0.897919,0,1,1064.8261726,,,,,1456.9324919,,,,,8.9544,0.006,-0.006,0,1,157.612,0.811,-0.811,0,1,6118.1,137.4,-137.4,0,1,4.29,0.33,-0.33,0,1,1.66,0.08,-0.08,0,1,2019-04-01 16:51:58,2023-04-12 16:02:02,5.5891712674057485,0.07256532470502018,0.9925004503529546,0.0
5607,5608,5893.01,5893,321790238,321790238.01,1,PC,21h11m42.35s,317.926468,,,+08d58m50.42s,8.980673,,,-6.13,0.05,-0.05,0.0,1.0,-10.665,0.051,-0.051,0.0,1.0,2459817.171119,0.002194,-0.002194,0,1,,,,0,1,5.718,0.37,-0.37,0,1,7997.0,373.352,-373.352,0,1,10.6236,0.586733,-0.586733,0,1,193.477,,,,,1039.0,,,,,11.4879,0.009,-0.009,0,1,320.641,3.5175,-3.5175,0,1,5887.0,133.9,-133.9,0,1,4.35,0.08,-0.08,0,1,1.15,0.06,-0.06,0,1,2022-11-08 19:58:08,2024-08-22 10:08:01,11.276363676942148,0.0012136633911437392,,0.9869848340025994
5848,5849,6108.01,6108,255780160,255780160.01,1,PC,06h38m44.12s,99.683837,,,-49d34m20.67s,-49.572407,,,-0.468,0.028,-0.028,0.0,1.0,13.416,0.03,-0.03,0.0,1.0,2459962.90561,0.005375,-0.005375,0,1,3.8783341,0.0014781,-0.0014781,0,1,3.6211626,0.3356719,-0.3356719,0,1,7843.4867323,572.4046,-572.4046,0,1,12.5321785,0.9986287,-0.9986287,0,1,739.7659967,,,,,1330.1277094,,,,,13.7453,0.006,-0.006,0,1,1013.74,15.3745,-15.3745,0,1,5748.0,122.0,-122.0,0,1,4.19506,,,0,1,1.34253,,,0,1,2023-03-23 19:52:45,2023-03-24 12:03:00,1.2922887741145208,0.002805198240877212,3.0011357969564063,3.339722036427864e-23
5939,5940,619.01,619,267527924,267527924.01,1,FP,07h36m12.18s,114.050732,,,-48d03m48.55s,-48.063487,,,-1.2,2.1,-2.1,0.0,1.0,5.2,2.0,-2.0,0.0,1.0,2460011.60482,0.002093,-0.002093,0,1,1.8080364,3.9e-06,-3.9e-06,0,1,2.892,0.581,-0.581,0,1,1264.0,1065.6,-1065.6,0,1,,,,0,1,12760.9,,,,,2960.0,,,,,10.1853,0.006,-0.006,0,1,,,,0,1,5354.5,17.2,-17.2,0,1,,,,0,1,,,,0,1,2019-04-13 05:20:07,2023-04-12 16:02:02,8.66292118658415,0.011346065178715456,0.2087097828847871,2.2482307021257085e-70
5943,5944,6193.01,6193,387933822,387933822.01,1,PC,21h41m51.89s,325.466208,,,+50d30m08.06s,50.502238,,,5.639,0.029,-0.029,0.0,1.0,3.478,0.029,-0.029,0.0,1.0,2459876.615391,0.002268,-0.002268,0,1,2.8953095,9.6e-06,-9.6e-06,0,1,4.137,0.333,-0.333,0,1,5366.0,193.736,-193.736,0,1,12.6737,0.663935,-0.663935,0,1,2522.62,,,,,1974.0,,,,,12.6449,0.009,-0.009,0,1,932.053,16.92,-16.92,0,1,6526.0,125.8,-125.8,0,1,3.97,0.09,-0.09,0,1,1.98,0.09,-0.09,0,1,2023-04-03 20:51:20,2024-08-22 10:08:01,1.4374870372820145,0.011452131802669954,2.0141465104787457,6.138937915313181e-127
5983,5984,623.01,623,101395259,101395259.01,1,FP,09h54m52.87s,148.720293,,,-23d19m55.62s,-23.332118,,,-20.119,0.097,-0.097,0.0,1.0,7.542,0.104,-0.104,0.0,1.0,2458523.943374,0.000418,-0.000418,0,1,7.574675,4.4e-06,-4.4e-06,0,1,3.0847866,0.0376655,-0.0376655,0,1,6208.0649305,75.560074,-75.560074,0,1,13.4069567,0.6467533,-0.6467533,0,1,516.8517446,,,,,1216.0774804,,,,,10.1913,0.008,-0.008,0,1,275.377,7.6635,-7.6635,0,1,6422.0,197.0,-197.0,0,1,4.20608,0.594182,-0.594182,0,1,1.4885499,0.0707236,-0.0707236,0,1,2019-04-10 17:25:16,2024-09-09 10:08:01,3.8466026835627587,0.004864597997110641,1.9691857005060545,5.1115866219227636e-77
6045,6046,6282.01,6282,370009806,370009806.01,1,PC,03h08m07.55s,47.031443,,,-70d06m37.65s,-70.110459,,,-35.426,0.047,-0.047,0.0,1.0,-9.169,0.042,-0.042,0.0,1.0,2460205.518926,0.005306,-0.005306,0,1,12.4751631,6.58e-05,-6.58e-05,0,1,3.937,1.231,-1.231,0,1,236.0,17.64,-17.64,0,1,1.56473,0.108079,-0.108079,0,1,172.89,,,,,1010.0,,,,,9.1848,0.006,-0.006,0,1,113.881,0.2875,-0.2875,0,1,6055.0,130.9,-130.9,0,1,4.41,0.08,-0.08,0,1,1.09,0.05,-0.05,0,1,2023-05-03 22:20:43,2024-01-23 12:02:45,6.562362422733464,0.00024366600755136898,1.9010170875024057,7.278173635271183e-16
6088,6089,6320.01,6320,196474344,196474344.01,1,PC,01h02m06.64s,15.527657,,,+46d23m14.02s,46.387227,,,5.407,0.047,-0.047,0.0,1.0,0.58,0.044,-0.044,0.0,1.0,2459903.193487,0.000745,-0.000745,0,1,3.6360128,7.7e-06,-7.7e-06,0,1,4.088,0.121,-0.121,0,1,14704.0,377.38,-377.38,0,1,18.9197,,,0,1,1204.47,,,,,1641.0,,,,,13.022,0.006,-0.006,0,1,911.335,37.0815,-37.0815,0,1,6358.0,122.0,-122.0,0,1,4.19,,,0,1,1.49,,,0,1,2023-05-03 22:21:21,2024-10-16 12:02:49,1.822071026995155,0.021190185200750142,1.9955384538418812,1.0409719033776298e-122
6094,6095,6326.01,6326,307201632,307201632.01,1,PC,00h59m54.45s,14.976875,,,+49d02m03.03s,49.034174,,,-6.778,0.069,-0.069,0.0,1.0,-1.445,0.067,-0.067,0.0,1.0,2459907.561815,0.000484,-0.000484,0,1,2.3556749,3.1e-06,-3.1e-06,0,1,3.351,0.078,-0.078,0,1,9377.0,115.363,-115.363,0,1,16.7502,1.1086,-1.1086,0,1,2508.24,,,,,1971.0,,,,,12.1684,0.007,-0.007,0,1,796.313,34.751,-34.751,0,1,6708.0,132.4,-132.4,0,1,4.1,0.1,-0.1,0,1,1.75,0.12,-0.12,0,1,2023-05-03 22:21:21,2024-08-22 10:08:01,2.3296105984131494,0.0415117028567171,1.0111882653713047,1.7075856810691116e-89
6107,6108,6338.01,6338,186715217,186715217.01,1,APC,03h03m50.32s,45.959667,,,+40d19m28.4s,40.324556,,,49.899,0.108,-0.108,0.0,1.0,-0.419,0.094,-0.094,0.0,1.0,2459909.930562,0.001681,-0.001681,0,1,1.4491171,0.0001644,-0.0001644,0,1,1.051,0.143,-0.143,0,1,23384.0,2545.19,-2545.19,0,1,10.794,0.627172,-0.627172,0,1,48.8379,,,,,736.0,,,,,14.2955,0.007,-0.007,0,1,249.517,5.3995,-5.3995,0,1,3581.0,157.0,-157.0,0,1,4.65,0.01,-0.01,0,1,0.6,0.02,-0.02,0,1,2023-05-03 22:21:23,2024-11-20 12:02:56,1.4476088342082503,0.015456442970514316,1.0010419014834036,3.0194274754101015e-38
6136,6137,6364.01,6364,407517154,407517154.01,1,PC,00h10m55.7s,2.732086,,,+78d53m59.02s,78.899729,,,-9.927,0.032,-0.032,0.0,1.0,2.806,0.032,-0.032,0.0,1.0,2459899.625001,0.001886,-0.001886,0,1,25.8866192,6.6e-05,-6.6e-05,0,1,3.737,0.713,-0.713,0,1,13915.0,1272.18,-1272.18,0,1,11.2641,,,0,1,14.5766,,,,,544.0,,,,,13.2114,0.009,-0.009,0,1,390.021,2.553,-2.553,0,1,5326.0,122.0,-122.0,0,1,4.6,,,0,1,0.8,,,0,1,2023-05-03 22:24:17,2024-08-22 10:08:01,9.704347394753752,0.008491661135389864,2.6675280827224417,1.2485460941631655e-118
6213,6214,6434.01,6434,32296259,32296259.01,1,PC,07h49m18.9s,117.328732,,,-11d14m32.45s,-11.242347,,,-0.099,0.038,-0.038,0.0,1.0,-28.022,0.028,-0.028,0.0,1.0,2459987.239352,0.001378,-0.001378,0,1,2.7775786,4e-06,-4e-06,0,1,1.9,0.195,-0.195,0,1,4270.0,215.255,-215.255,0,1,4.50048,0.182481,-0.182481,0,1,79.8073,,,,,832.0,,,,,12.2757,0.007,-0.007,0,1,128.006,0.456,-0.456,0,1,3982.0,157.0,-157.0,0,1,4.6,0.01,-0.01,0,1,0.66,0.02,-0.02,0,1,2023-05-03 22:26:18,2024-08-22 10:08:01,2.7618130471684696,0.007561092531515707,1.0057084069639304,1.0198814473668844e-26
6222,6223,6442.01,6442,97921547,97921547.01,1,CP,07h11m20s,107.833335,,,-35d51m01.86s,-35.850518,,,-5.057,0.036,-0.036,0.0,1.0,6.438,0.039,-0.039,0.0,1.0,2459986.409366,0.000308,-0.000308,0,1,2.8279716,1.1e-06,-1.1e-06,0,1,2.237,0.056,-0.056,0,1,14846.0,233.874,-233.874,0,1,18.5153,0.711756,-0.711756,0,1,1118.3,,,,,1611.0,,,,,11.1007,0.006,-0.006,0,1,437.855,4.3285,-4.3285,0,1,6707.0,105.0,-105.0,0,1,4.1,1.42,-1.42,0,1,1.48,0.06,-0.06,0,1,2023-05-03 22:26:19,2025-04-21 12:03:49,0.6658725080086633,0.05915637135133906,4.247016607514313,0.0
